restaurant_id,description,phone,category,status,restdate,areaCode
802,Quisque id justo sit amet sapien dignissim vestibulum.,834-345-2301,기타,OPEN,연중무휴입니다,02
804,Morbi a ipsum. Integer a nibh.,100-377-7330,기타,CLOSED,일요일에 쉽니다,01
805,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,762-857-6914,일식,OPEN,연중무휴입니다,02
807,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",224-803-2378,일식,CLOSED,일요일에 쉽니다,01
808,Nam nulla.,246-230-3130,한식,CLOSED,연중무휴입니다,02
810,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,229-175-1637,한식,CLOSED,일요일에 쉽니다,01
815,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",652-309-9824,카페/디저트,CLOSED,연중무휴입니다,02
816,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,132-307-1869,한식,OPEN,일요일에 쉽니다,01
818,Nullam sit amet turpis elementum ligula vehicula consequat.,560-677-1172,한식,OPEN,연중무휴입니다,02
819,Integer ac neque. Duis bibendum.,442-968-2169,한식,OPEN,일요일에 쉽니다,01
820,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",371-830-3825,중식,OPEN,연중무휴입니다,02
822,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,670-948-1586,양식,CLOSED,일요일에 쉽니다,01
823,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,284-580-4448,한식,OPEN,연중무휴입니다,02
824,Etiam pretium iaculis justo.,536-430-7861,기타,OPEN,일요일에 쉽니다,01
826,Donec dapibus. Duis at velit eu est congue elementum.,363-464-7505,일식,OPEN,연중무휴입니다,02
828,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",781-135-4349,한식,OPEN,일요일에 쉽니다,01
829,Nullam varius.,474-948-9306,일식,CLOSED,연중무휴입니다,02
831,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",579-569-1025,카페/디저트,OPEN,일요일에 쉽니다,01
832,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",898-195-4532,일식,OPEN,연중무휴입니다,02
836,Duis aliquam convallis nunc.,163-715-3497,카페/디저트,CLOSED,일요일에 쉽니다,01
840,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,820-391-7207,양식,CLOSED,연중무휴입니다,02
843,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",497-794-4488,양식,CLOSED,일요일에 쉽니다,01
846,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",433-562-7920,기타,OPEN,연중무휴입니다,02
847,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,657-258-5204,한식,CLOSED,일요일에 쉽니다,01
851,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",686-318-2463,카페/디저트,OPEN,연중무휴입니다,02
852,Aenean lectus. Pellentesque eget nunc.,783-160-1261,한식,OPEN,일요일에 쉽니다,01
854,Quisque ut erat.,607-443-5871,한식,CLOSED,연중무휴입니다,02
856,Integer ac neque. Duis bibendum.,763-228-9379,한식,CLOSED,일요일에 쉽니다,01
857,Aenean lectus.,913-734-2497,카페/디저트,OPEN,연중무휴입니다,02
858,Integer non velit.,789-786-7202,양식,CLOSED,일요일에 쉽니다,01
860,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,921-378-7056,카페/디저트,CLOSED,연중무휴입니다,02
863,Vivamus in felis eu sapien cursus vestibulum.,319-206-4769,한식,CLOSED,일요일에 쉽니다,01
865,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",727-349-4146,카페/디저트,OPEN,연중무휴입니다,02
866,Nullam molestie nibh in lectus. Pellentesque at nulla.,794-117-5594,일식,CLOSED,일요일에 쉽니다,01
869,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",752-687-6644,양식,CLOSED,연중무휴입니다,02
870,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",821-279-2100,기타,CLOSED,일요일에 쉽니다,01
871,In sagittis dui vel nisl.,225-352-5090,기타,OPEN,연중무휴입니다,02
872,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",240-778-9414,카페/디저트,CLOSED,일요일에 쉽니다,01
874,Nulla tellus.,613-578-4182,한식,CLOSED,연중무휴입니다,02
875,Integer ac neque. Duis bibendum.,669-231-8044,카페/디저트,CLOSED,일요일에 쉽니다,01
876,Duis mattis egestas metus. Aenean fermentum.,821-153-4438,양식,OPEN,연중무휴입니다,02
878,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",324-142-4256,한식,OPEN,일요일에 쉽니다,01
879,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",461-502-4312,카페/디저트,CLOSED,연중무휴입니다,02
880,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",579-265-1429,한식,CLOSED,일요일에 쉽니다,01
882,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,814-408-4275,한식,CLOSED,연중무휴입니다,02
883,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",735-997-1453,한식,OPEN,일요일에 쉽니다,01
884,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",285-716-6262,카페/디저트,CLOSED,연중무휴입니다,02
885,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",161-756-1517,한식,CLOSED,일요일에 쉽니다,01
886,Duis bibendum. Morbi non quam nec dui luctus rutrum.,997-182-8010,일식,OPEN,연중무휴입니다,02
887,Integer a nibh. In quis justo.,971-682-0855,카페/디저트,OPEN,일요일에 쉽니다,01
888,Maecenas rhoncus aliquam lacus.,781-353-3305,양식,CLOSED,연중무휴입니다,02
891,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",146-287-6353,양식,OPEN,일요일에 쉽니다,01
893,Suspendisse accumsan tortor quis turpis.,255-340-9091,카페/디저트,OPEN,연중무휴입니다,02
894,In eleifend quam a odio.,380-349-7845,일식,OPEN,일요일에 쉽니다,01
895,Curabitur in libero ut massa volutpat convallis.,788-812-7405,양식,OPEN,연중무휴입니다,02
896,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,776-982-6280,일식,CLOSED,일요일에 쉽니다,01
897,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",760-597-4630,양식,CLOSED,연중무휴입니다,02
898,Phasellus id sapien in sapien iaculis congue.,877-493-8878,한식,OPEN,일요일에 쉽니다,01
900,Aenean sit amet justo.,733-790-5563,카페/디저트,OPEN,연중무휴입니다,02
901,Pellentesque ultrices mattis odio. Donec vitae nisi.,405-369-2258,카페/디저트,OPEN,일요일에 쉽니다,01
903,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",740-386-5707,한식,OPEN,연중무휴입니다,02
904,Suspendisse accumsan tortor quis turpis.,584-451-8004,양식,OPEN,일요일에 쉽니다,01
905,Integer a nibh.,291-749-4110,기타,CLOSED,연중무휴입니다,02
907,Duis consequat dui nec nisi volutpat eleifend.,511-642-1184,일식,CLOSED,일요일에 쉽니다,01
908,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,847-560-4573,일식,OPEN,연중무휴입니다,02
910,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",131-353-2641,일식,CLOSED,일요일에 쉽니다,01
915,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,515-286-2570,중식,OPEN,연중무휴입니다,02
916,Quisque ut erat.,361-820-7179,카페/디저트,OPEN,일요일에 쉽니다,01
917,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",808-627-3857,카페/디저트,OPEN,연중무휴입니다,02
918,In sagittis dui vel nisl.,791-316-1965,한식,OPEN,일요일에 쉽니다,01
919,Integer non velit.,397-142-1187,일식,OPEN,연중무휴입니다,02
925,Donec semper sapien a libero. Nam dui.,839-684-8519,양식,OPEN,일요일에 쉽니다,01
927,Nam dui.,547-184-1586,한식,CLOSED,연중무휴입니다,02
928,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",765-160-2070,카페/디저트,CLOSED,일요일에 쉽니다,01
931,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",663-699-3077,한식,OPEN,연중무휴입니다,02
932,Nunc rhoncus dui vel sem. Sed sagittis.,212-647-5557,한식,OPEN,일요일에 쉽니다,01
936,Aenean fermentum.,438-633-4163,일식,OPEN,연중무휴입니다,02
937,Quisque porta volutpat erat.,637-206-2925,일식,OPEN,일요일에 쉽니다,01
938,Aenean sit amet justo.,308-735-9086,한식,OPEN,연중무휴입니다,02
939,Nulla tellus. In sagittis dui vel nisl.,321-917-7486,한식,CLOSED,일요일에 쉽니다,01
940,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",951-355-1307,기타,CLOSED,연중무휴입니다,02
941,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",983-337-9032,일식,CLOSED,일요일에 쉽니다,01
943,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",721-291-4946,카페/디저트,OPEN,연중무휴입니다,02
944,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",322-640-5119,일식,OPEN,일요일에 쉽니다,01
945,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,657-347-6968,한식,CLOSED,연중무휴입니다,02
949,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",473-301-0592,기타,CLOSED,일요일에 쉽니다,01
951,Etiam justo.,739-371-3542,카페/디저트,OPEN,연중무휴입니다,02
952,Vestibulum rutrum rutrum neque.,815-865-9296,일식,CLOSED,일요일에 쉽니다,01
953,Phasellus sit amet erat. Nulla tempus.,172-528-7902,카페/디저트,OPEN,연중무휴입니다,02
956,Praesent blandit. Nam nulla.,228-731-3586,한식,OPEN,일요일에 쉽니다,01
957,Cras pellentesque volutpat dui.,724-970-4121,양식,OPEN,연중무휴입니다,02
958,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",559-612-4515,카페/디저트,CLOSED,일요일에 쉽니다,01
959,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",318-730-5333,일식,OPEN,연중무휴입니다,02
964,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",924-281-9831,일식,CLOSED,일요일에 쉽니다,01
969,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,355-383-9485,일식,OPEN,연중무휴입니다,02
973,Sed vel enim sit amet nunc viverra dapibus.,120-793-5866,카페/디저트,OPEN,일요일에 쉽니다,01
975,Praesent blandit. Nam nulla.,153-539-2046,일식,OPEN,연중무휴입니다,02
977,Donec semper sapien a libero. Nam dui.,289-395-9482,양식,CLOSED,일요일에 쉽니다,01
978,Sed sagittis.,715-845-8066,카페/디저트,OPEN,연중무휴입니다,02
979,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",256-684-4429,카페/디저트,CLOSED,일요일에 쉽니다,01
982,Vestibulum sed magna at nunc commodo placerat.,133-154-8471,한식,CLOSED,연중무휴입니다,02
984,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",756-688-5237,중식,CLOSED,일요일에 쉽니다,01
985,Nulla ac enim.,823-237-1863,양식,OPEN,연중무휴입니다,02
986,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,448-370-7880,중식,OPEN,일요일에 쉽니다,01
987,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,813-855-1369,일식,OPEN,연중무휴입니다,02
989,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",137-970-2741,기타,OPEN,일요일에 쉽니다,01
991,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,381-940-8336,일식,OPEN,연중무휴입니다,02
993,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",294-355-6281,양식,OPEN,일요일에 쉽니다,01
994,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",921-258-3794,일식,OPEN,연중무휴입니다,02
995,Phasellus in felis. Donec semper sapien a libero.,696-873-8656,중식,OPEN,일요일에 쉽니다,01
996,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",107-999-4138,카페/디저트,OPEN,연중무휴입니다,02
997,Proin at turpis a pede posuere nonummy.,118-634-2991,일식,CLOSED,일요일에 쉽니다,01
998,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",464-467-6013,양식,CLOSED,연중무휴입니다,02
999,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",918-841-9963,양식,CLOSED,일요일에 쉽니다,01
